iter	RMSE
0	0.8911175661
1	0.850191925
2	0.8109026225
3	0.773153829
4	0.7373307862
5	0.7047627095
6	0.6720899759
7	0.640610365
8	0.6108510099
9	0.5843249187
10	0.5576740032
11	0.5316505358
12	0.5067268971
13	0.4836227515
14	0.4628512019
15	0.4430074845
16	0.4225251101
17	0.4052825269
18	0.3874462381
19	0.3702181474
20	0.3533092469
21	0.337560728
22	0.3241329288
23	0.3098231913
24	0.2967423862
25	0.2840635884
26	0.2717895427
27	0.2600378085
28	0.2488088595
29	0.2381616783
30	0.228060697
31	0.2184795734
32	0.2094368551
33	0.2008551371
34	0.1926553501
35	0.1849092615
36	0.1777663821
37	0.1706833146
38	0.1638667504
39	0.1572741869
40	0.151142096
41	0.1453658015
42	0.1400007618
43	0.1350625259
44	0.1302927668
45	0.1254054648
46	0.1207345272
47	0.1164071591
48	0.1122500892
49	0.1083047092
50	0.1045452038
51	0.1011177773
52	0.09805165127
53	0.09476403852
54	0.0918347241
55	0.0889357447
56	0.08629961993
57	0.08388805429
58	0.08137413176
59	0.07914773447
60	0.07705123582
61	0.07497985301
62	0.07296398509
63	0.07119608337
64	0.06947766354
65	0.06779782137
66	0.06630782476
67	0.06474488777
68	0.06331686873
69	0.06200380764
70	0.06067767274
71	0.05958685545
72	0.05854542853
73	0.05742132816
74	0.05628719458
75	0.05525730551
76	0.05436623637
77	0.0534408431
78	0.05256820168
79	0.05168074683
80	0.05095465042
81	0.05022010173
82	0.04950251309
83	0.04880457447
84	0.0480708558
85	0.04748120294
86	0.04685930089
87	0.04635025591
88	0.04575373351
89	0.04520127317
90	0.04464212439
91	0.04428085761
92	0.04387575138
93	0.04344942801
94	0.04295265494
95	0.04257160085
96	0.04215851702
97	0.04174666115
98	0.04141519637
99	0.04108682657
100	0.04070905399
101	0.0403497868
102	0.04000786569
103	0.03975265673
104	0.03945587549
105	0.03913419766
106	0.03879645131
107	0.03850920495
108	0.03830910078
109	0.03799133995
110	0.03770858641
111	0.03737328684
112	0.03711069786
113	0.03690726518
114	0.03664768028
115	0.03634397698
116	0.03616839621
117	0.03600515567
118	0.03581840755
119	0.03565721774
120	0.03538124048
121	0.03522926378
122	0.03502225294
123	0.03485169302
124	0.03465113982
125	0.03449684595
126	0.03433039335
127	0.03419939306
128	0.03400295482
129	0.03390316702
130	0.03374061001
131	0.03364213237
132	0.03349188218
133	0.03336221379
134	0.03322176174
135	0.03300971981
136	0.03291140986
137	0.03281350915
138	0.03265487867
139	0.03255900964
140	0.03243440057
141	0.03225927769
142	0.03212056747
143	0.03200697411
144	0.03189896047
145	0.03179188072
146	0.03167297705
147	0.03150918014
148	0.03136897544
149	0.03124782939
150	0.03111239505
151	0.03098412111
152	0.03086272113
153	0.03074924023
154	0.03064574556
155	0.03050884175
156	0.03038310736
157	0.03029468171
158	0.0302227438
159	0.03014471708
160	0.02998644728
161	0.02993368659
162	0.02983686407
163	0.02974991689
164	0.02965258015
165	0.02957050994
166	0.02950190221
167	0.02939551991
168	0.02929118939
169	0.02920862412
170	0.02913472442
171	0.02905379437
172	0.0289876194
173	0.02889673475
174	0.02883017752
175	0.02874643122
176	0.0286714803
177	0.02857934154
178	0.02849939428
179	0.02840333579
180	0.02835761802
181	0.02826483175
182	0.02818803457
183	0.02811488585
184	0.0280417279
185	0.02798249318
186	0.02792936242
187	0.02785578764
188	0.02778192609
189	0.02770633398
190	0.0276393854
191	0.02757507871
192	0.02752084119
193	0.02745915794
194	0.02737929659
195	0.02730692666
196	0.02726129386
197	0.02718800282
198	0.02712209741
199	0.02706906375
200	0.02700501788
201	0.02693537637
202	0.02687914478
203	0.02681249201
204	0.02673974181
205	0.02667755127
206	0.02661375807
207	0.02653091386
208	0.02646842907
209	0.02639891183
210	0.0263509265
211	0.02627606731
212	0.02622418961
213	0.02616479364
214	0.02609614273
215	0.02604857802
216	0.02598112117
217	0.02592338628
218	0.02585130339
219	0.02577893376
220	0.02573106296
221	0.02568343465
222	0.02562680233
223	0.02555205587
224	0.02548228116
225	0.02544205945
226	0.02538011291
227	0.02531396725
228	0.02526211888
229	0.02520667385
230	0.02516273794
231	0.02512152031
232	0.02506167076
233	0.02502022402
234	0.02495646211
235	0.0249005024
236	0.02483848546
237	0.02476514149
238	0.02471407091
239	0.02465349223
240	0.0245934448
241	0.02454103369
242	0.02450382846
243	0.02445759878
244	0.02441178665
245	0.02436454226
246	0.02429358332
247	0.02422780857
248	0.02417731729
249	0.02413758701
250	0.02407611915
251	0.02403784954
252	0.02398977815
253	0.02394199275
254	0.02390524734
255	0.0238429357
256	0.02377512939
257	0.02373714921
258	0.0236966749
259	0.02364810242
260	0.02361992736
261	0.02356940529
262	0.02352847607
263	0.02348250057
264	0.02341537351
265	0.02337311024
266	0.02333351079
267	0.02327946779
268	0.02323442634
269	0.02316907227
270	0.023131475
271	0.02308383433
272	0.02304048315
273	0.0229918295
274	0.02295338759
275	0.02290473846
276	0.02286662256
277	0.02283581663
278	0.02279625019
279	0.02274665554
280	0.0227086583
281	0.02267894084
282	0.02264654177
283	0.02257077063
284	0.0225381608
285	0.02249232373
286	0.02244188826
287	0.02239305988
288	0.02235883712
289	0.02231758043
290	0.02227936829
291	0.0222449408
292	0.02221030093
293	0.02216552045
294	0.02213984855
295	0.02209169669
296	0.02205511544
297	0.02203205261
298	0.02199192583
299	0.0219636418
300	0.02193399988
301	0.02189411222
302	0.02186711715
303	0.02182152373
304	0.02178973188
305	0.02176088428
306	0.02172002689
307	0.02167705296
308	0.02164672325
309	0.02160982918
310	0.02157389684
311	0.02154304338
312	0.02150629837
313	0.02146760427
314	0.02143721026
315	0.02140078732
316	0.02136917779
317	0.02134461461
318	0.02132082584
319	0.02125468964
320	0.02123469893
321	0.02120754719
322	0.02118225381
323	0.02115287005
324	0.02111978271
325	0.02107881922
326	0.02104358327
327	0.02102234076
328	0.02098618017
329	0.02095743211
330	0.02092977561
331	0.02090799157
332	0.02088164294
333	0.02084592821
334	0.02082344934
335	0.02079707151
336	0.02076138565
337	0.02073517041
338	0.02070477851
339	0.0206703737
340	0.02065232755
341	0.02063434336
342	0.02057993999
343	0.02054143227
344	0.0205288798
345	0.02049989459
346	0.02045425303
347	0.02042948288
348	0.02040528653
349	0.02038346576
350	0.02036392339
351	0.02034632373
352	0.02032251968
353	0.0202979568
354	0.02025216691
355	0.0202060597
356	0.02018504023
357	0.02016446984
358	0.02013271969
359	0.02011124733
360	0.02007862325
361	0.02004969087
362	0.02003012262
363	0.01999270672
364	0.01995144777
365	0.01991547265
366	0.01989573927
367	0.01984728873
368	0.01982403572
369	0.01979418588
370	0.01977082177
371	0.019730825
372	0.01970236114
373	0.01966853127
374	0.01964756519
375	0.01962799686
376	0.01958494215
377	0.01955710737
378	0.01953690981
379	0.01950065724
380	0.01947897602
381	0.01945666168
382	0.01942730971
383	0.01939426049
384	0.01935699833
385	0.01934224114
386	0.01931628089
387	0.01928693693
388	0.01927194716
389	0.01924579526
390	0.01922588298
391	0.01920360212
392	0.01917914015
393	0.01914373179
394	0.01912440187
395	0.01910704612
396	0.01908167301
397	0.01905632067
398	0.01902810082
399	0.01900564354
400	0.0189898536
401	0.0189730887
402	0.01896173168
403	0.01892649692
404	0.01891051318
405	0.01887475213
406	0.01886075171
407	0.01883575364
408	0.01881747427
409	0.01878518577
410	0.01876793574
411	0.01874321875
412	0.01872206816
413	0.0187047511
414	0.0186729828
415	0.01865638132
416	0.0186384091
417	0.0186208987
418	0.01860158157
419	0.01856946344
420	0.01854995187
421	0.01852602472
422	0.01850571266
423	0.0184912137
424	0.01846246229
425	0.01843802513
426	0.0184202515
427	0.01838772209
428	0.01836809663
429	0.01833828662
430	0.01832104735
431	0.01828927046
432	0.01826787044
433	0.01825257309
434	0.01822009148
435	0.01820462025
436	0.01818528742
437	0.01817122806
438	0.01814548931
439	0.01812603602
440	0.01811022538
441	0.01809336478
442	0.01806559581
443	0.01804814659
444	0.01802327647
445	0.01800940843
446	0.01798319955
447	0.01796113257
448	0.01793259111
449	0.01790952912
450	0.01789249525
451	0.01787430756
452	0.01785128528
453	0.01782993465
454	0.01781447325
455	0.01779574914
456	0.01778019502
457	0.01774991838
458	0.01773892736
459	0.01772318014
460	0.01769249994
461	0.01766598231
462	0.01764651467
463	0.01762427654
464	0.01760662287
465	0.0175914674
466	0.01756579942
467	0.0175471942
468	0.0175334584
469	0.01752034275
470	0.0175072387
471	0.01747765381
472	0.01745578676
473	0.01743799544
474	0.01742303868
475	0.01741070208
476	0.01738741828
477	0.01737930909
478	0.01735729083
479	0.01733078773
480	0.01731375523
481	0.01730268387
482	0.01729225911
483	0.01727783922
484	0.01725761474
485	0.01723715254
486	0.01722217976
487	0.01719921
488	0.01717246233
489	0.01715820906
490	0.01713167875
491	0.01710698622
492	0.01708660503
493	0.01707852446
494	0.01705770607
495	0.01703651387
496	0.01702195755
497	0.01699782848
498	0.01697511667
499	0.01695164131
500	0.01693074833
501	0.01690599916
502	0.01689066978
503	0.01686401081
504	0.01685151533
505	0.01683956632
506	0.01682766206
507	0.01681412331
508	0.01679550541
509	0.01678326359
510	0.01675228318
511	0.01674464472
512	0.01673063968
513	0.01671691075
514	0.01669907794
515	0.01667739726
516	0.01667096582
517	0.01665060577
518	0.01663641193
519	0.01662662123
520	0.01661053572
521	0.01659309829
522	0.0165739978
523	0.01655811341
524	0.01654228032
525	0.01652264987
526	0.01651052898
527	0.01648227613
528	0.0164643314
529	0.01644135974
530	0.01643480386
531	0.01641356254
532	0.01639748886
533	0.01638255067
534	0.01636276494
535	0.01633932197
536	0.01632798788
537	0.01631493689
538	0.01629645646
539	0.01627869759
540	0.01626136584
541	0.016248488
